Wojewodztwo,Miejscowosc,Kategoria_PL,Kategoria_FR,Nazwa
BIAŁOSTOCKIE,Grodno,Piekarze,boulangers,Dudziec A.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Wilkowski W
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XDudowicz E.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XDymerberg Ch.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XFajtenzylberg
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,xFiler Ch.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Fryda S.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Frydmar A.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,xGersztański B.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Gryngras A.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XKaczman A.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,xKamiński N.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Goldberg Ch.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Grynszpan Ch.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Milewicz Sz.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Śniadower M.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,xGrynszpan E.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Jakubiński D.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Kurejwowski L.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XMilewicz L.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XMilewicz M.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Sawicki M.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,Śliwiński St.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XWiernik H.
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XWilkoński Majer
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,xWilkoński Moszek
BIAŁOSTOCKIE,Grodno,Rzeźnicy,bouchers,XWilkoński R.
BIAŁOSTOCKIE,Grodno,Stolarze,menuisiers,Nicepor J.
BIAŁOSTOCKIE,Grodno,Stolarze,menuisiers,Owczarek J.
BIAŁOSTOCKIE,Grodno,Stolarze,menuisiers,Plewko S.
Nowogródzkie,Grodno,Adwokaci,Avocats,"Abramski Leon, Napoleońska 18"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Bortnowski Ant. (obr. sąd.)"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Garewski L., Zielony Zaulek 13"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Neuberg O., Horodniczańska 4"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Danillowicz Olg., Dzielna 3"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Dąbrowo Józ., Pilsudskiego 10"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Epsztejnówna Hel., Horodniczańska 19"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Firstenberg Winc., Piaskowa 1"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Gożański Izaak, Kołożańska 7"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Horbaczewski Zygm., Pocztowa 1"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Jeśman Czesław, Orzeszkowej 20"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Kattche Mik., Skarbowa 9"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Leinwandhänd'er Tobj., Orzeszkowej 9"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Lobman Raf., Napoleonska"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Makal Jan, Piaskowa nr. 10"
Nowogródzkie,Grodno,Adwokaci,Avocats,"Nielubowicz Wikt., Horodniczańska 4"
Nowogródzkie,Grodno,Lekarze,Médecins,"Altfeld Herszon dr. (wewn), Telegraficzna 26"
Nowogródzkie,Grodno,Lekarze,Médecins,"Ałszybaja Grzegorz dr., Zielona 6"
Nowogródzkie,Grodno,Lekarze,Médecins,"Birger S. dr. (dziec), Dominikanska 16"
Nowogródzkie,Grodno,Lekarze,Médecins,"Blumstein Chaim Mordka dr. (chir), Listowskiego 8"
Nowogródzkie,Grodno,Lekarze,Médecins,"Bryzman Herman dr. (wewn), Hoovera 2"
Nowogródzkie,Grodno,Lekarze,Médecins,"Buteński Lejzor dr., Lipowa 17"
Nowogródzkie,Grodno,Lekarze,Médecins,"Byl Sam. dr., Bośniacka 9"
Nowogródzkie,Grodno,Lekarze,Médecins,"Chazan Stan. Adam dr. (gin), Rydza Smiglego 10"
Nowogródzkie,Grodno,Lekarze,Médecins,"Epsztein Mojż. dr. (wewn i wen), Brygidzka 11"
Nowogródzkie,Grodno,Lekarze,Médecins,"Finkiel Gołda dr. (wewn), Listowskiego 6a"
Nowogródzkie,Grodno,Lekarze,Médecins,"Finkiel Mojżesz dr., Listowskiego 6a"
Nowogródzkie,Grodno,Lekarze,Médecins,"Gartner Wilh. dr., III szpit. okręg."
Nowogródzkie,Grodno,Lekarze,Médecins,"Garzanski Samuel dr., Jerozolimska 4"
Nowogródzkie,Grodno,Lekarze,Médecins,"Gersuni Raszel dr. (gin), Listowskiego 24"
Nowogródzkie,Grodno,Lekarze,Médecins,"Głembocki Ant. dr., Jagiellońska 49"
Nowogródzkie,Grodno,Lekarze,Médecins,"Grzegorzewski Zenon Jan dr. (wewn i dziec), Bankowa 7"
Nowogródzkie,Grodno,Lekarze,Médecins,"Gula Józef dr., aleja 3-go Maja 10"
Nowogródzkie,Grodno,Lekarze,Médecins,"Higier Arkad. dr. (wen), Rydza Śmigłego 3"
Nowogródzkie,Grodno,Lekarze,Médecins,"Jakimowicz Jan dr. (gin), Horodniczańska 6"
Nowogródzkie,Grodno,Lekarze,Médecins,"Kowalewski Marj., szpit. okreg."
Nowogródzkie,Grodno,Lekarze,Médecins,"Krzeczkowski Stan. dr. (wewn), Horodniczańska 21"
Nowogródzkie,Grodno,Lekarze,Médecins,"Lenartowicz Michał dr. (wewn), Listowskiego 33"
Nowogródzkie,Grodno,Lekarze,Médecins,"Lichtensztein Miecz. dr. (psych), Polowa 9"
Nowogródzkie,Grodno,Lekarze,Médecins,"Lichtensztein Ehrlich Ryfka dr. (gin), Polowa 9"
Nowogródzkie,Grodno,Lekarze,Médecins,"Lipnik Abraham, Dominikańska 5"
Nowogródzkie,Grodno,Lekarze,Médecins,"Lipnik dr., Zamkowa 13"
Nowogródzkie,Grodno,Lekarze,Médecins,"Łakiński dr.(wen), Orzeszkowej"
Nowogródzkie,Grodno,Lekarze,Médecins,"Łobszyc Bern. dr. (wewn), Bankowa 17"
Nowogródzkie,Grodno,Lekarze,Médecins,"Morawski Szczep. dr. (wewn), Mickiewicza 14"
Nowogródzkie,Grodno,Lekarze,Médecins,"Nejman N. dr. (gin), Bankowa 6"
Nowogródzkie,Grodno,Lekarze,Médecins,"Orlis S. dr. (wewn), Napoleonska 18a"
Nowogródzkie,Grodno,Lekarze,Médecins,"Orłowski Stan. dr., Jagiellońska 28"
Nowogródzkie,Grodno,Lekarze,Médecins,"Ottowicz Klaudja dr. (okul), Pl. Teatralny 11"
Nowogródzkie,Grodno,Lekarze,Médecins,"Rupp Jan dr. (chir), Listowskiego 27"
Nowogródzkie,Grodno,Lekarze,Médecins,"Sajet Sam. dr. (wewn), Hoovera 8"
Nowogródzkie,Grodno,Lekarze,Médecins,"Sarosiek Stan. dr. (wewn), Pocztowa 16"
Nowogródzkie,Grodno,Lekarze,Médecins,"Sobel Chaim dr., Horodniczańska 19"
Nowogródzkie,Grodno,Lekarze,Médecins,"Szapiro dr., Bankowa 20"
Nowogródzkie,Grodno,Lekarze,Médecins,"Szumkowski Stef. dr. (lar), Bankowa 8"
Nowogródzkie,Grodno,Lekarze,Médecins,"Talheim Aleks. dr. (wewn), Napoleońska 16"
Nowogródzkie,Grodno,Lekarze,Médecins,"Truskowski Henr. dr., Bankowa 8"
Nowogródzkie,Grodno,Lekarze,Médecins,"Wachnowski Włodzimierz dr., Mostowa"
Nowogródzkie,Grodno,Lekarze,Médecins,"Waszczuk Jan dr., Kołożańska 11"
Nowogródzkie,Grodno,Lekarze,Médecins,"Winc. Leonowicz dr. (wewn), Pocztowa 8"
Nowogródzkie,Grodno,Lekarze,Médecins,"Wolański Ant. dr. (bakt), Bankowa 9"
Nowogródzkie,Grodno,Lekarze,Médecins,"Woroszylski Gersz. dr. (gin), Kołożańska 18"
Nowogródzkie,Grodno,Lekarze,Médecins,"Zamkowski Henr dr. (wewn), Zamkowa 2"
Nowogródzkie,Grodno,Lekarze,Médecins,"Zieliński Ludw. dr. (wewn), Zamkowa"
Nowogródzkie,Grodno,Lekarze,Médecins,"Jaros Wacław dr., 10 pułku Ułanów"
Nowogródzkie,Grodno,Lekarze,Médecins,"Jurowski Konrad dr., Jerozolimska 4"
Nowogródzkie,Grodno,Lekarze,Médecins,"Karnowski Mikołaj dr., Orzeszkowej 27"
Nowogródzkie,Grodno,Lekarze,Médecins,"Kopański Jozef dr., Listowskiego 36"
Nowogródzkie,Grodno,Lekarze,Médecins,"Krzywiec Jerzy dr., Piaskowa 12"
Nowogródzkie,Grodno,Lekarze,Médecins,"Sapoczyński Josel dr., Dominikańska 23"
Nowogródzkie,Grodno,Lekarze,Médecins,"Sawicki Jan dr., Listowskiego 32"
Nowogródzkie,Grodno,Lekarze,Médecins,"Szreders Wacław dr., Nowy Zamek"
Nowogródzkie,Grodno,Lekarze,Médecins,"Wejsbren Zacharjusz dr., Orzeszkowej 4"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Bernsztein Rebeka, Orzeszkowej 27"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Błaszkowska-Hirszhorn Jurgo Rub., Policyjna 30"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Eliasberg Ch., Orzeszkowej 4"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Giłuła Gesz., Brygidzka 5"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Heller Paw., Brygidzka 11"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Lewin-Ginzburg P., Lipowa 17"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Lubicz Awr., Dominikańska 19"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Lubicz-Teplic, Dominikańska 19"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Makarewicz - Labukow Ludmiła, Dzielna 3"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Mańkowska - Morawska Zofja, Brygidzka 1"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Rozenbaum Leon, Iwanowska 9"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Stadnicki-Kolendo Mich., Bankowa 6"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Tropp-Kryński Bec., Horodniczańska 15"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Wierbluńska Dew., Bankowa 8"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Zarecka-Nowogródzka R., Skarbowa 12"
Nowogródzkie,Grodno,Lekarze dentyści,Médecins dentistes,"Zondowicz Mend., Batorego 3"
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Czerwiakowski Aleks., Stanisławowska 5"
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Hrycykiewicz Józef"
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Leonowicz Winc."
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Podsędkowski Mich."
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Rozanowicz Paweł"
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Sidor Kazim."
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Sulewski Wład."
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Śląski Jan"
Nowogródzkie,Grodno,Lekarze weterynarji,Médecins vétérinaires,"Wojtatowicz Mich. dr., Bernardyńska 7"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Aleksandrowicz M. i Tarłowski, mąka - farines, Bóżniczna 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Amada”, Tow Akc. Fabr. Tłuszcz. Jadalnych w Gdańsku - graisses comestibles, Dominikańska 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Babun W., kuchenne naczynia - articles de cuisine, plac Batorego 10"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Balt Anna, kapelusze damskie - modes, Brygidzka 10"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Bank dla Handlu i Przemyslu w Warszawie, S. A., oddz. - banque, Pocztowa 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Bank Kupiecki w Grodnie, Sp. z o. o. - banque, Brygidzka 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Bank Ludowy w Grodnie, Spółdz z o. o. - banque, Dominikańska 29"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Bank Polski, oddz. - banque"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Białystocki L., jubilerskie wyroby - bijoutier, pl. Batorego 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Birger A., spożywcze artykuły - comestibles, pl. Batorego 11"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Birger B., mąka - farines, Zamkowa 12"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Brawer W., skóry - cuirs, Ułańska nr. 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Bromberg T., art. spożywcze - comestibles, Orzeszkowej 50"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Browar Dojlidy”, wł. Weller Z., piwo - biere, Rynkowa 15"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Burde D., cukry - bonbons, Mieszczańska 24"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Centrala Spirytusowa w Poznaniu, S. A., oddz., wódki - eaux-de-vie, pl. Batorego 5"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Fajngold Ch., fabryka maszyn - fabr. de machines, Artyleryjska 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Frejdowicz B., cukiernia - confiseur, Złotarska 6"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Frydman Sz., art. spożywcze - comestibles, Magistracka 3"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Glorja”, cukry - bonbons, Narodowa 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Grodzieńska Spółdzielnia Ogrodniczo-Handlowa - cooperative, Wyzwolenia 6"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Iberski Eljasz, księgarnia i sprzed. zab. - librairie, Dominikańska 31"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Jaffe i S-ka, gorzelnia - distillerie, Chlebna Przystań 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Jastrzębscy B-cia, tytoniowe wyroby, hurt - produits de tabac en gros, Magistracka 9"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Harpaty"", Sp. z o. o., oddz., naftowe produkty - produits pétroliferes, Brygidzka 19"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Kasa Stefczyka, kasa pożyczk.-oszczędn. - caisse d'emprunt et d'epargne, Listowskiego 45"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Klinkowszteina M. S-wie, apteka - pharmacie, pl. Batorego 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Kosowski O., garbarnia - tannerie, Lipowa 20"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Kozłowski E., fabryka wódek i likierów - fabr. d'eaux-de-vie et liqueurs, Mieszczańska 12"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Krajowa Społdzielnia Kolejarzy, spożywcze artykuły - comestibles, Jagiellońska 3 i Kolejowa"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Krasiński M., fabryka wódek i likierów - fabr. d'eaux-de-vie et liqueurs, Dominikańska 18"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Krejbich A., tytoniowe wyroby, hurt - produits de tabac en gros, Mostowa 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Kremer Józef, garbarskie artykuły - produits pour tanneries, Pl. Batorego 15"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Las"", Sp. z o. o., tartak par. - scierie à vapeur, Młynarska 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Lech”, manufaktura i meble - tissus et meubles, Pocztowa 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Leta i Szkło"", Sp. z o. o., rektyfikacja spirytusu - rectification d'alcool, Zbożowa Przystań 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Lubecki M, i Handelsman, odpadki - dechets, Białostocka 90"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Lutenberg L., fabryka pudelek - fabr. de boftes, Skarbowa 16"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Lapin A. i S-ka, karty do gry - cartes à jouer, Jagiellońska 46"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Malinowski Jan, apteczny skład - droguerie, Dominikańska 15"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Margolin J. i S-ka, żelazne wyroby - quincailliers, pl. Batorego 11"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Margolis J., browar - brasserie, Browarna 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Marjos”, S. A., fabryka zapałek - fabr.' d'allumettes, Jerozolimska 17"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Motor”, Sp. z o. o., samochody - automobiles, pl. Batorego 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Niemeńska Fabr. Wyrobow Introligatorskich, wł. Reznikowicz I. Langbort - fabr. de reliures, Piłsudskiego 7"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Nowy Dziennik Kresowy - journal, Dominikańska 23"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Ognisko”, księgarnia i przybory szkolne - librairie et articles d'ecoliers, Dominikańska 10"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Oleum”, Sp. z o. o., oddz., naftowe produkty - produits petrolifères, Hoovera 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Orientpol"", dom handlowy - maison de commerce, Horodniczańska 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Osadnik Kresowy"", Sp. z o. o., Parcelacyjne przedsiębiorstwo - entreprises de parcellement, Jagiellońska 34"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Ostoja”, art. sportowe - articles de sport, Pocztowa 6"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Ottowicza F. Sukc., apteka - pharmacie, Dominikańska 9"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Piast”, S. A., agentura ubezpieczeń - assurances, Brygidzka 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Placówka"", Sp. z o. o., art. sportowe - articles de sport, Pocztowa 6"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Polska Drukarnia Kresowa - imprimerie, Dominikańska 23"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Raport O., cukry - bonbons, Mostowa 20"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Reznikowicz i Syn, farby - couleurs, Dominikańska 4/6"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Rolnik”, Spółdz. Roln. Handl., roln. art. - produits agricoles, Listowska 45"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Rosen Ch., fabryka octu - fabr. de vinaigres, Narodowa 9"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Ruch"", Pol. Tow. Ksiegarni Kolejowych, S. A., księgarnia- librairie, Stacja kolejowa"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Rzemieślniczo-Handlowa Spółdz. Kredytowa z o. o. - caisse d'emprunt et d'epargne, Dominikańska 25"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Singer Sewing Machine Company (oddz.), maszyny do szycia - machines à coudre, Dominikańska 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Sławejt M., eksport drzewa - exportation de bois, Zamkowa 12"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Słucki L., browar - brasserie, Wileńska 22"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Sosna"", Sp. z o. o., tartak - scierie, Młynarska"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Spółdzielcza Kasa Oszczędn.-Pożyczk. - caisse d'emprunt et d'épargne, Piłsudskiego 14"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Spółdzielnia Baonu Sanit. Nr. 3, kooperatywa - cooperative, Mostowa 35"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Spółdzielnia 3 Oddz. St. Sanit. - cooperative, Skidelska 1"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Społdzielnia Wojsk. 29 P. A. P. - cooperative, Jerozolimska 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Spółdzielnia Żołnierska 81 P. P. z o. o. - cooperative, Mostowa"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Spółka Apteczna”, Sp. z o. o., skład apteczny - droguerie, Batorego 11"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Standard Nobel, S. A., oddz., nafta - pétrole, Jagiellońska 64"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Stanisławow"", S. A., cegielnia - briqueterie, Warszawska"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Starowolski N. i Ska, maszyny do szycia i rowery - machines a coudre et bicyclettes, Nowa 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Stępniewski E., apteka - pharmacie, pl. Batorego 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Syndykat Rolniczy, S. A., rolnicze artykuły - produits agricoles, Bonifraterska 7 i Orzeszkowej 20"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Szereszewska Ch., spożywcze artykuły - comestibles, Skarbowa 25"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Szereszewski M., ubezpieczenia - assurances, Listowskiego"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Sznajder J. i Syn, maszyny rolnicze - machines agricoles., Bonifraterska 20"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Szołom B., fabryka pudełek - fabr. de boftes, Bonifraterska 24"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Szwarc S., apteka - pharmacie, Orzeszkowej 13"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Tow. Akc. Fabr. Tłuszcz. Jadaln. w Gdańsku oddz., tłuszcze jadalne - graisses comestibles, Hoovera 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Trachtenberg M., rolnicze narzędzia - instruments agricoles, Bonifraterska 10"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Trop-Kryński A., apteka - pharmacie, Białostocka 54"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Unja"", Sp. z o. o., spirytus skażony - alcools dénaturés, Zbożowa Przystań 2"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Unzer Grodner Express, gazeta - journal, Dominikańska 18"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"„Wansza“. Sp. z o. o., galanterja - mercerie, Orzeszkowej 4"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Weller Bcia, napoje bezalkoholowe - boissons sans alcool, Rynkowa 15"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Zakheim Bcia, bankowy dom - maison de banque, Dominikańska 8"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Zjednoczone Huty Szkła d. „Łosośna"" - verrerie, Białostocka 82"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Zjednoczony Przemysł Drzewnej, Sp. z o. o., tkaniny drzewne - tissus ligneux, Jerozolimska 18"
Nowogródzkie,Grodno,Firmy zarejestrowane,Maisons enregistrées,"Zrzeszenie Inwalidów Wojennych, Sp. z o. o., sól - hurt - sels en gros, Mieszczańska 1"
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Pawłowicz Stef. (obr. sąd.)
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Zurawski A., J., Brygidzka 44
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Rackiewicz Jerzy (obr. sąd.)
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Reinhardt Gust. (obr. sad.)
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Szaniewicz Wład., Bankowa 3
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Sygal Ber., Orzeszkowej 4
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Szafałowicz Ant., pl. Batorego 4
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Kip Ber., Brygidzka 8
BIAŁOSTOCKIE,GRODNO,Adwokaci,,"Kuczkowska C., Wasilewski E., Dominikańska 25"
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Sztatman Stan., Horodniczańska 7
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Zingier J., Horodniczańska 30
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Terlikowski Konst., Piłsudskiego 13
BIAŁOSTOCKIE,GRODNO,Adwokaci,,"Walter Eug. (obr. sąd.), Dominikańska 30"
BIAŁOSTOCKIE,GRODNO,Adwokaci,,Żaboklicki Ant., Rydza Śmigłego 4
